ArtistId,ArtistTitle,ArtistDescription,,
696fbyLHSMBSYjDrDU5yiK,Chuck Wicks,contemporary country country country road lift kit modern country rock ,,
43sZBwHjahUvgbx1WNIkIz,Creed,alternative metal alternative rock nu metal pop rock post-grunge rap rock rock ,,
0ryF1Gy87xVCOF0Jb666ak,Dean Brody,canadian country contemporary country country country road lift kit modern country rock redneck ,,
0ECwFtbIWEVNwjlrfc6xoL,Eagles,album rock classic rock folk christmas folk rock mellow gold rock roots rock singer-songwriter soft rock ,,
0SdiiPkr02EUdekHZJkt58,Hanson,boy band dance pop neo mellow pop christmas pop rock ,,
3qf2YoifC68WTsMv1YIGmh,Hank Williams III,outlaw country redneck texas country traditional country ,,
1nBVC2SuH3uUMTAJmGTZWQ,Harry Stinson,,,
4NgfOZCL9Ml67xzM0xzIvC,Janis Joplin,album rock blues-rock classic rock electric blues folk rock psychedelic rock rock rock-and-roll roots rock singer-songwriter ,,
5uZZpd0gd1c36OcQBGxgGC,Kyle Park,country christmas country road deep texas country modern country rock outlaw country texas country ,,
7ndzHjxbErIwvwnEUewMWe,Kathy Mattea,contemporary country country country christmas nashville sound traditional country ,,
28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,country country christmas folk christmas folk rock mellow gold rock singer-songwriter soft rock southern rock ,,
3THMgU4KdL7LlO5TEREs2g,Joe Diffie,contemporary country country country christmas country gospel country road country rock modern country rock nashville sound outlaw country redneck texas country traditional country ,,
7mPcfx7PhnBh6n4HMCd61A,John Michael Montgomery,contemporary country country country christmas country road country rock modern country rock outlaw country redneck traditional country ,,
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,boy band dance pop neo mellow pop pop christmas pop punk pop rock post-teen pop teen pop viral pop ,,
5sXhYkm9PpLn5R70U2T6Ba,Julie Roberts,contemporary country country country christmas country dawn country road ,,
0rvjqX7ttXeg3mTy8Xscbt,Journey,album rock classic rock hard rock mellow gold rock soft rock ,,
6W1BHDF0T4a4KYcSwzD586,k.d. lang,canadian country canadian pop folk folk-pop lilith mellow gold new wave pop permanent wave pop rock singer-songwriter ,,
2v6mbdTJmUzHlPNfPYwkaK,Kristina Train,,,
03a5eVjzFyQlR4XyVSwt4t,Love and Theft,contemporary country country country road lift kit modern country rock ,,
6ghiFYcwn2Vzl6K50U0UPz,Michael Ray,contemporary country country country road lift kit modern country rock ,,
4fZSTS8imV1CaUPHQf4CC7,Matt Stillwell,contemporary country country christmas country road lift kit modern country rock redneck ,,
79bxUQsBIXO8nVLB9fYKf7,Modern Talking,eurodance europop german pop soul christmas ,,
4YjDxTHIuSJrWevU2WbvGK,Bavon Marie Marie Negro Success,,,
12Chz98pHFMPJEknJQMWvI,Muse,alternative metal alternative rock garage rock indie rock modern rock permanent wave piano rock post-grunge rock ,,
1ZKqrja0WvbSssYNFO3lzs,New Boyz,crunk dance pop dwn trap pop rap southern hip hop trap music ,,
4STHEaNw4mPZ2tzheohgXB,Paul McCartney,album rock art rock classic rock folk rock mellow gold pop christmas rock roots rock singer-songwriter soft rock ,,
6SFUC6ORDCIBqPssCBpeHT,Patty Loveless,contemporary country country country christmas country dawn country gospel country rock nashville sound traditional country ,,
1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,alternative metal alternative rock classic rock funk rock grunge permanent wave pop rock post-grunge rock ,,
5sAg1HZePcFfhrs0G8A8OP,Ray Price,bluegrass country country gospel country rock cowboy western nashville sound outlaw country traditional country traditional folk western swing ,,
3mH3OBKopDDVgnJcT5PrPk,Redfoo,deep flow ,,
0vR2qb8m9WHeZ5ByCbimq2,Reik,latin latin arena pop latin pop reggaeton tropical ,,
4qivGtDBIkQFLCeduRpi24,Rhett Akins,contemporary country country country christmas country road lift kit modern country rock outlaw country redneck texas country ,,
7fAKtXSdNInWAIf0jVUz65,Roberto Carlos,bossa nova mpb samba ,,
6Sb8EHpZvyjSTT5KD9DjUZ,Ronnie Milsap,country country christmas country gospel country rock cowboy western mellow gold nashville sound outlaw country soft rock traditional country ,,
4utLUGcTvOJFr6aqIJtYWV,Skylar Grey,dance pop piano rock pop post-teen pop ,,
77AiFEVeAVj2ORpC85QVJs,Steve Aoki,big room dance pop edm electro house tropical house ,,
0Ty63ceoRnnJKVEYP0VQpk,Sting,mellow gold permanent wave pop christmas soft rock ,,
5eAWCfyUhZtHHtBdNk56l1,System Of A Down,alternative metal alternative rock funk rock nu metal post-grunge rock ,,
0zOcE3mg9nS6l3yxt1Y0bK,The Fray,modern rock neo mellow piano rock pop pop christmas pop punk pop rock viral pop ,,
3AHq6rutf72JF0ul8GB6G2,The Jets,freestyle new jack swing new wave pop quiet storm urban contemporary ,,
6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind,alternative metal alternative rock modern rock neo mellow pop christmas pop punk pop rock post-grunge punk christmas rock ,,
2xiIXseIJcq3nG7C8fHeBj,Three Days Grace,alternative metal canadian metal nu metal pop punk post-grunge ,,
1SvG3y1gYAFOsv9785Xu9T,Tom T. Hall,country country christmas country gospel country rock cowboy western folk nashville sound outlaw country texas country traditional country traditional folk western swing ,,
41qil2VaGbD194gaEcmmyx,Will Smith,dance pop gangster rap hip hop hip pop pop christmas pop rap rap ,,
5Z5jUyiNvFaqp0EVyLNf0p,Futuristic,deep underground hip hop dwn trap pop rap underground pop rap ,,
0Cd6nHYwecCNM1sVEXKlYr,Krewella,big room brostep catstep dance pop edm electro house electronic trap pop tracestep ,,
2oX42qP5ineK3hrhBECLmj,Andy Grammer,acoustic pop dance pop neo mellow pop pop rock post-teen pop viral pop ,,
5dMnvpYEfXvSexjwnSRH5n,RaeLynn,contemporary country country country road deep talent show modern country rock ,,
7moJ2nSGCLvs0STmcPM3gv,T Ferg,,,
2GkMspzmKKkaeX62pwJZhG,Damien Escobar,,,
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,dance pop pop post-teen pop swedish pop tropical house ,,
0uAjBatvB4ubpd4kCfjmNt,A Flock Of Seagulls,dance rock new romantic new wave new wave pop synthpop ,,
31HjiqargV4NAw4GZqUale,Ace Hood,crunk deep underground hip hop dirty south rap dwn trap gangster rap hip hop pop rap rap southern hip hop trap music ,,
0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,big room edm progressive house progressive trance trance tropical house ,,
1SBOIGVsnKRnTj8Cp7xthl,Ashley Gearing,contemporary country country country dawn modern country rock ,,
2ziB7fzrXBoh1HUPS6sVFn,Audioslave,alternative metal alternative rock funk rock hard rock modern rock nu metal permanent wave post-grunge rap metal rap rock rock ,,
0gWNSMYCSHF4wxIs1XTSDh,Bill Anderson,country country gospel cowboy western nashville sound outlaw country traditional country western swing ,,
545idYhdloaSlLGBY8E9u2,Cameo,chicago soul classic funk rock disco funk funk rock jazz funk memphis soul motown new jack swing post-disco quiet storm soul urban contemporary ,,
6k0IBR0lU42s2GYpNX7kA9,Brian McKnight,dance pop hip pop neo soul new jack swing pop christmas quiet storm r&b soul christmas urban contemporary ,,
3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,album rock classic rock mellow gold neo mellow permanent wave pop christmas rock roots rock singer-songwriter soft rock ,,
4RfTXjK9aiiIKDaKUHpL57,Busy Signal,azontobeats dancehall roots reggae ,,
1VGRi6hlsYcOhKut02Tqkt,Charlie Robison,deep texas country outlaw country texas country traditional country ,,
4YLtscXsxbVgi031ovDDdh,Chris Stapleton,contemporary country country country road ,,
7H55rcKCfwqkyDFH9wpKM6,Christina Perri,dance pop neo mellow pop pop christmas pop rock post-teen pop viral pop ,,
2Da6v0shOpKrOG07ZxonXo,Corey Smith,contemporary country country country road modern country rock outlaw country redneck texas country ,,
4ERtgeBbWRkFzIz6LaFCeY,Dashboard Confessional,emo modern rock neo mellow pop punk pop rock post-grunge ,,
2lyuVVWLKysEfl3IsWJpvZ,Dean Miller,,,
1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,dance pop hip pop neo soul pop pop christmas pop rap post-teen pop r&b soul christmas urban contemporary ,,
2JSjCHK79gdaiPWdKiNUNp,Dionne Warwick,adult standards brill building pop bubblegum pop christmas disco mellow gold motown new wave pop quiet storm soft rock soul soul christmas vocal jazz ,,
3PhoLpVuITZKcymswpck5b,Elton John,album rock classic rock folk christmas glam rock mellow gold piano rock rock singer-songwriter soft rock ,,
6uothxMWeLWIhsGeF7cyo4,Enya,celtic celtic christmas pop christmas ,,
5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,alternative metal groove metal nu metal post-grunge ,,
0Sadg1vgvaPqGTOjxu0N6c,Girls' Generation,dance pop j-idol k-pop korean pop ,,
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,dirty south rap dwn trap pop rap rap southern hip hop trap music ,,
5mfdtMy6vJUShmdyCuJhox,Holly Williams,contemporary country folk new americana ,,
3VStI6m5Ig9FAyUaa0lYAP,James Otto,contemporary country country country road lift kit modern country rock ,,
7EK1bQADBoqbYXnT4Cqv9w,John Denver,adult standards country christmas folk folk christmas folk rock mellow gold singer-songwriter soft rock traditional country traditional folk ,,
47BNWfpngeFHYvBlPPyraM,Kate Ryan,bubblegum dance eurodance europop ,,
05RZIdfz59ZW2FvFuwnmNK,K-Ci & JoJo,dance pop hip pop neo soul new jack swing pop christmas quiet storm r&b soul christmas urban contemporary ,,
07XSN3sPlIlB2L2XNcTwJw,KISS,album rock classic rock glam metal glam rock hard rock metal rock ,,
0uNEy4544VZq2KOl7BsLuo,Lalah Hathaway,neo soul new jack swing quiet storm r&b soul urban contemporary ,,
36QJpDe2go2KgaRleHCDTp,Led Zeppelin,album rock alternative rock british blues classic rock hard rock rock ,,
2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,canadian pop dance pop europop pop pop rap pop rock post-teen pop r&b ,,
0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle,crunk dirty south rap gangster rap hip hop pop rap rap southern hip hop trap music west coast trap ,,
0ONHkAv9pCAFxb0zJwDNTy,Pusha T,dirty south rap gangster rap hip hop indie r&b pop rap rap southern hip hop trap music underground hip hop ,,
5Kcu1E5qhltjwmxpn440Jr,Rachel Potter,,,
7MpUvihmfilIxyN20kXwQj,Ray Stevens,bubblegum pop comic country country christmas nashville sound traditional country ,,
59NO6KX7wQCG7jGdtH1NtL,Raheem DeVaughn,deep pop r&b funk hip pop neo soul new jack swing quiet storm r&b urban contemporary ,,
6tLMZjo5mp3G1FmrARUaVT,Rhonda Vincent,bluegrass progressive bluegrass ,,
1OwarW4LEHnoep20ixRA0y,Robert Plant,album rock art rock blues-rock british blues classic rock electric blues hard rock mellow gold progressive rock psychedelic rock rock roots rock singer-songwriter soft rock symphonic rock ,,
6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,emo neo mellow piano rock pixie pop punk pop rock viral pop ,,
3l9mRJIGzW7RrEE2H8Ldvq,Siakol,opm pinoy alternative ,,
0F6yRPhUj9fUzWn0z3ysyr,Shooter Jennings,country rock new americana outlaw country redneck roots rock southern rock texas country traditional country ,,
70BYFdaZbEKbeauJ670ysI,Shinedown,alternative metal alternative rock heavy christmas nu metal post-grunge rap metal ,,
6TKOZZDd5uV5KnyC5G4MUt,Smokey Robinson & The Miracles,brill building pop chicago soul classic funk rock disco funk memphis soul motown quiet storm rock-and-roll soul soul blues soul christmas southern soul ,,
3rfoqUCU1swxeUghdDj3lt,Superman Is Dead,dangdut indonesian indie indonesian pop ,,
0HLOP0AdsaWe5Pt5TNueGC,Terri Clark,canadian country contemporary country country country christmas country dawn country road ,,
7si9bAnJcqPoR30spNu9tm,The Grascals,bluegrass old-time progressive bluegrass ,,
6Ha4aES39QiVjR0L2lwuwq,Yo Gotti,crunk dirty south rap dwn trap gangster rap hip hop memphis hip hop pop rap rap southern hip hop trap music ,,
72qxDp6R6v22pai96pZioz,Yanni,new age ,,
1MT1Wz4G9Z9EVOg4L5zZMS,Tamar Braxton,dance pop deep pop r&b hip pop neo soul new jack swing pop christmas r&b soul christmas urban contemporary ,,
2GUt50pd6JaRi7LueaizAv,Mike Myers,,,
5Z2NUZiY3FA00HKu5WTMhA,Mary Lambert,,,
2xe8IXgCTpwHE3eA9hTs4n,Banks,alternative r&b deep indie r&b indie poptimism indie r&b indietronica pop tropical house vapor soul ,,
7JMBJmGMqw4H33HECyW4QP,Zack Knight,desi desi hip hop indian pop ,,
5NJvImz3X8cVVXZFiQ74Dv,Curtis Braly,,,
0JoKhMFAxTx3WeYAJaYvAa,Lacy Cavalier,,,
7io3MyhMxDZoBYXp4rlRFA,Chase Bryant,contemporary country country road lift kit modern country rock ,,
6N6LriP68QWmbAw1LEsKXa,Karen Waldrup,,,
1OsoWh2jGpO04l4NhOnHmb,BigDawg Chino,,,
4UPcJIhr5K5fPsm4itqT7E,After 7,classic funk rock funk hip pop motown neo soul new jack swing post-disco quiet storm r&b soul urban contemporary ,,
08rMCq2ek1YjdDBsCPVH2s,Amerie,dance pop deep indie r&b deep pop r&b hip pop indie r&b neo soul new jack swing pop r&b urban contemporary ,,
4t0dmsi0jlfT7Usb9q4Ygy,The Angelic Gospel Singers,,,
4bPiOPI4V99cepEftvBYak,Banda Los Recoditos,banda grupera norteno regional mexican regional mexican pop ,,
3cMyqwpNT2D8f0WuaRzzZX,Billy Dean,contemporary country country country christmas country road modern country rock ,,
5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,album rock alternative rock art rock classic rock hard rock metal rock stoner rock ,,
0vWCyXMrrvMlCcepuOJaGI,Boys Like Girls,emo modern rock neo mellow pop pop emo pop punk pop rock post-teen pop ,,
6flS6SGmhIuT5klqLyA18T,BTS Chitlom,,,
4W8SeWrRZUburGZyp5JwYj,The Spill Canvas,dreamo emo modern rock pop emo pop punk pop rock punk christmas screamo ,,
4TH4BHy0LdBi3dpBW4P2UX,R. City,alternative r&b dance pop ,,
66Pq6HMX0YqsJgtUZrFwmo,Connie Smith,country country christmas country gospel cowboy western irish country nashville sound outlaw country traditional country western swing ,,
37NqXwtb6nIEqRt4EJSoIO,Duffy,dance pop folk-pop neo mellow pop ,,
19ra5tSw0tWufvUp8GotLo,George Michael,boy band dance pop dance rock europop mellow gold new romantic new wave new wave pop pop christmas soft rock ,,
1OAjDaKgg00KCUYqDe68un,Gigi D'Agostino,eurodance europop italo dance ,,
2w9zwq3AktTeYYMuhMjju8,INNA,dance pop europop pop ,,
2iE18Oxc8YSumAU232n4rW,The Jackson 5,classic funk rock disco motown quiet storm soul ,,
2r09Inibex3C4ZNTUVSG3m,Keith Sweat,classic funk rock dance pop funk hip pop neo soul new jack swing pop christmas quiet storm r&b soul christmas urban contemporary ,,
6C7VkLRszFSbRkKNhEvBST,Kelleigh Bannen,contemporary country country dawn modern country rock ,,
3RNrq3jvMZxD9ZyoOZbQOD,Korn,alternative metal alternative rock funk metal nu metal post-grunge rap metal rap rock rock ,,
61JrslREXq98hurYL2hYoc,Lata Mangeshkar,desi desi hip hop filmi ghazal ,,
6ktjRsPOoZB7gHFXi8PpMp,Lena Meyer-Landrut,,,
6oBm8HB0yfrIc9IHbxs6in,Lykke Li,alternative dance chamber pop folk-pop indie pop indie r&b indietronica new rave pop swedish pop synthpop tropical house ,,
1bj5GrcLom5gZFF5t949Xl,Martin Solveig,big room dance pop disco house edm electro house filter house house pop tropical house vocal house ,,
1bqxdqvUtPWZri43cKHac8,MAX,pop post-teen pop teen pop viral pop ,,
3UU96PMqKwHktTV6F35aMW,Molly Felder,,,
7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield,dance pop europop neo mellow pop pop christmas pop rock post-teen pop r&b ,,
2kWeFaiHBskk8oqky3KHcR,Nikki Lane,alternative country deep new americana modern blues new americana roots rock stomp and holler ,,
1mFX1QlezK1lNPKQJkhwWb,New Edition,boy band dance pop deep pop r&b dwn trap funk hip pop neo soul new jack swing pop christmas quiet storm r&b soul christmas urban contemporary ,,
001aJOc7CSQVo3XzoLG4DK,One Way,chicago soul classic funk rock disco electro funk funk rock memphis soul motown new jack swing post-disco quiet storm soul southern soul urban contemporary ,,
4EnEZVjo3w1cwcQYePccay,N.W.A.,gangster rap hardcore hip hop hip hop old school hip hop rap west coast rap ,,
1XhhO2dTs2fKyhILj0aam6,Phil Vassar,contemporary country country country christmas country road modern country rock ,,
6wWVKhxIU2cEi0K81v7HvP,Rammstein,alternative metal german metal industrial industrial metal industrial rock neue deutsche harte nu metal ,,
0grdhNhiRLFBaFVyybqsj6,Richard Marx,album rock mellow gold new romantic new wave pop soft rock ,,
5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,bachata latin latin pop tropical ,,
2qc41rNTtdLK0tV3mJn2Pm,Ryan Adams,alternative country folk-pop indie folk mellow gold neo mellow new americana pop rock roots rock singer-songwriter stomp and holler ,,
4iudEcmuPlYNdbP3e1bdn1,Silverchair,alternative metal alternative rock australian alternative rock funk rock grunge nu metal pop rock post-grunge rock ,,
1dVygo6tRFXC8CSWURQJq2,Sonu Nigam,desi desi hip hop filmi indian pop ,,
4salDzkGmfycRqNUbyBphh,Styx,album rock art rock classic rock hard rock heavy christmas mellow gold progressive rock rock soft rock southern rock ,,
17TQARy0Jgaq2g12AaHRv5,Suzanne Conroy,,,
1XgFuvRd7r5g0h844A5ZUQ,Take That,boy band dance pop europop neo mellow pop ,,
7IZRfGqskXUYQjzk5NVnnx,The Big F,,,
2NhdGz9EDv2FeUw6udu2g1,The Wanted,boy band dance pop pop post-teen pop teen pop viral pop ,,
0xxJO75NeIAF5jYruLYIDT,Tracy Byrd,contemporary country country country christmas country road country rock modern country rock outlaw country redneck texas country traditional country ,,
1YSA4byX5AL1zoTsSTlB03,Turnpike Troubadours,deep texas country outlaw country texas country ,,
5lpH0xAS4fVfLkACg9DAuM,Wham!,boy band dance pop dance rock disco europop new romantic new wave new wave pop pop christmas soft rock soul christmas synthpop ,,
2NUz5P42WqkxilbI8ocN76,Vybz Kartel,dancehall ,,
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,electro latino latin latin hip hop reggaeton reggaeton flow trap latino tropical ,,
6MrdwyCIKbpXmTKQBlG3uq,Z-Ro,crunk deep southern trap dirty south rap gangster rap pop rap rap southern hip hop trap music ,,
7Ip2u3e5Nv6fFb5xyIHxEE,DEV,dance pop pop post-teen pop ,,
7HL4id2U7FSDJtfKQHMgQx,Cinderella,album rock classic rock glam metal hard rock heavy christmas metal rock ,,
3mIj9lX2MWuHmhNCA7LSCW,The 1975,modern rock nu gaze pop shiver pop ,,
2txHhyCwHjUEpJjWrEyqyX,Tom Odell,indie anthem-folk indie folk neo mellow pop tropical house ,,
21lH0EoFGV5oUmyCZuz7jg,Sundy Best,contemporary country country road lift kit modern country rock ,,
6065y8Bw6C1CcoqztBE8kS,Keith Walker,lift kit redneck ,,
0zkerR9DfzmD564AOCnjZf,Kathleen Regan,,,
7nDsS0l5ZAzMedVRKPP8F1,Ella Henderson,channel pop dance pop neo mellow pop post-teen pop talent show viral pop ,,
7juKTDFlPesGeWQ1GmjmOv,SilentÌ_,,,
5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,dance pop pop post-teen pop ,,
2jzc5TC5TVFLXQlBNiIUzE,a-ha,dance rock europop new romantic new wave new wave pop permanent wave soft rock synthpop ,,
29GuADF2SELvCfkCoAifmT,Bantam,,,
5BKzvAPtNXnt0LwzGvKOH3,Aaron Watson,contemporary country country country road deep texas country lift kit modern country rock outlaw country redneck texas country ,,
371jpyGdoChzUASOIG2ECV,Ashley McBryde,lift kit ,,
7gRhy3MIPHQo5CXYfWaw9I,Azealia Banks,bmore dance pop escape room hip house hip pop indie r&b pop strut ,,
4L3GTE04bW5N7azA9QPhjA,Beenie Man,dancehall roots reggae soca ,,
3rfgbfpPSfXY40lzRK7Syt,Barry White,adult standards chicago soul classic funk rock disco funk funk rock memphis soul motown quiet storm soul soul blues southern soul ,,
4jCbgl5Dmt3uOh8WRQfpPs,Bilal,deep indie r&b indie jazz indie r&b neo soul r&b urban contemporary ,,
485uL27bPomh29R4JmQehQ,Bob Seger,album rock blues-rock classic rock country rock folk christmas folk rock hard rock mellow gold rock roots rock singer-songwriter soft rock southern rock ,,
69wzuykaVXlRS5KVygESvd,Bobby Bare,country country christmas country gospel country rock cowboy western folk nashville sound outlaw country rockabilly texas country traditional country traditional folk western swing ,,
5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,alternative metal alternative rock nu metal pop punk post-grunge rap metal ,,
0fDF0jjmdouCIeWhNnblwV,Buckethead,funk metal neo classical metal ,,
3RPYHNSwe3w0mtfJwKIN9P,Bubba Sparxxx,crunk dirty south rap gangster rap hip pop pop rap redneck southern hip hop ,,
3uikSah4dwqwuk0EidFI4R,Caitlyn Smith,contemporary country ,,
72OaDtakiy6yFqkt4TsiFt,Cher,dance pop disco hollywood new wave pop pop pop christmas pop rock ,,
4AwLiAGc1rRLrCepj5rdTI,Collin Raye,contemporary country country country christmas country road country rock traditional country ,,
2aYJ5LAta2ScCdfLhKgZOY,Cobra Starship,dance pop emo modern rock pop pop punk pop rap post-teen pop ,,
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,electro electronic filter house ,,
5fMUXHkw8R8eOP2RNVYEZX,Diplo,bmore brostep edm electro house electronic trap moombahton ninja ,,
2EslrPb8o2EPM186KCcJyx,EMS,nu electro ,,
20YJEBSWm14EDzjbXNcwDA,Emily West,contemporary country country country dawn deep contemporary country deep talent show folk christmas modern country rock ,,
7xAcVHPiirnUqfdqo0USb1,Fantasia,dance pop deep pop r&b hip pop neo soul new jack swing pop christmas quiet storm r&b urban contemporary ,,
3r17AfJCCUqC9Lf0OAc73G,Fergie,dance pop hip pop pop pop rap post-teen pop r&b urban contemporary ,,
7qRll6DYV06u2VuRPAVqug,Foxes,dance pop indie poptimism metropopolis pop pop christmas post-teen pop tropical house ,,
0dvKgSdNB2U1gfp6ZcekYi,Frankie Ballard,contemporary country country country road lift kit modern country rock redneck ,,
5nCi3BB41mBaMH9gfr6Su0,fun.,indie christmas indie pop metropopolis modern rock neo mellow pop pop rap pop rock ,,
0pRXhFeDRaYQgCp0lj2X9r,The Gibson Brothers,disco vintage french electronic ,,
6QeZTS8BrU3r2TYJdA68j9,Grandmaster Caz,hip hop old school hip hop ,,
6Shas1ACrMl25XHgTrzxeo,Hedley,canadian pop pop pop punk pop rock ,,
0sSxphmGskGCKlwB9xa6WU,Himesh Reshammiya,bhangra desi desi hip hop filmi indian folk indian pop pakistani pop ,,
0sSxphmGskGCKlwB9xa6WU,Himesh Reshammiya,bhangra desi desi hip hop filmi indian folk indian pop pakistani pop ,,
2S9W9aSAd7e5mp8WqWxN2h,Hilary Duff,dance pop europop neo mellow pop pop christmas pop rock post-teen pop viral pop ,,
3LpLGlgRS1IKPPwElnpW35,James Morrison,acoustic pop folk christmas folk-pop neo mellow pop pop christmas pop rock viral pop ,,
5c4wQaXkNDqSOTjqX4ExAu,Jenni Rivera,banda grupera latin latin pop norteno ranchera regional mexican ,,
7lc0kBaokUkqhTjrjkqoLF,Joe Thomas,jazz funk soul jazz ,,
5rNhVm2CnqiO5Lv4Dt2lck,Jessica Andrews,contemporary country country country dawn country road ,,
5Mq7iqCWBzofK39FBqblNc,Jessie Ware,deep indie r&b indie r&b indietronica neo mellow neo soul pop tropical house ,,
6w6z8m4WXX7Tub4Rb6Lu7R,Jethro Tull,album rock art rock blues-rock british blues classic rock folk rock hard rock heavy christmas jazz fusion mellow gold progressive rock psychedelic rock rock roots rock singer-songwriter soft rock southern rock space rock symphonic rock ,,
60h3lZFY2T93K7qxVPrajf,Jimmy Wayne,contemporary country country country christmas country road modern country rock ,,
4Wfq6fHhifS8MmQOcJ18TP,John Conlee,country country gospel country rock cowboy western nashville sound outlaw country texas country traditional country ,,
5gCRApTajqwbnHHPbr2Fpi,Juicy J,crunk dirty south rap dwn trap gangster rap hip hop memphis hip hop pop rap rap southern hip hop trap music ,,
7ABhAmO2EczXjru0HZrb7H,J-Pop K-Pop Hey Pop!,,,
0bc7dhY6YXL35m1G0jVwuW,Keith Whitley,contemporary country country country gospel country road country rock nashville sound outlaw country texas country traditional country ,,
5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,dance pop europop neo mellow pop pop christmas pop rock post-teen pop r&b talent show urban contemporary viral pop ,,
0zlJDQgqnr9AocrH9gs1Es,Lyle Lovett,alternative country country blues country christmas country rock folk folk rock folk-pop lilith mellow gold new americana outlaw country roots rock singer-songwriter texas country traditional country traditional folk ,,
1dueb4USSa0IBdtDolg4pO,Mandy Barnett,country christmas country dawn deep contemporary country ,,
1XkoF8ryArs86LZvFOkbyr,Mary J. Blige,dance pop deep pop r&b hip pop indie r&b neo soul new jack swing pop pop christmas pop rap quiet storm r&b soul christmas urban contemporary ,,
3Edq1eT7m7GX0PvHW7yEDF,Menudo,latin latin pop ,,
5MmVJVhhYKQ86izuGHzJYA,MIKA,dance pop europop pop post-teen pop ,,
1SZMaiNHfdUuU0qZKZ6y62,Newsboys,ccm christian alternative rock christian christmas christian music christian rock worship ,,
40xbWSB4JPdOkRyuTDy1oP,Nicole Scherzinger,dance pop europop hip pop pop post-teen pop r&b urban contemporary ,,
43mhFhQ4JAknA7Ik1bOZuV,Pat Benatar,album rock classic rock dance rock hard rock mellow gold new romantic new wave new wave pop pop rock rock soft rock ,,
0wsdUS0EJ7zHgti2nxTVWR,Patrick Stump,emo modern rock pop emo pop punk ,,
1d6dwipPrsFSJVmFTTdFSS,Paulina Rubio,dance pop grupera latin latin arena pop latin pop spanish pop tropical ,,
0uNC9XuH437fKCCMuzvSks,Ricky Skaggs,bluegrass country country christmas country gospel country rock cowboy western nashville sound old-time outlaw country progressive bluegrass traditional country traditional folk western swing ,,
5kZDCAD5zLelf8NYHoRSHS,Sammi Smith,country gospel cowboy western nashville sound outlaw country traditional country ,,
4TROLx8HvrnfGGNo2ngL2N,Shawn Mullins,neo mellow pop rock ,,
2qFe0FyUMK8XXoyOsfYJr2,SHeDAISY,contemporary country country country christmas country dawn country road pop christmas ,,
6q87vizIEdEN4NvlR6mjfT,Sheila On 7,indonesian pop world worship ,,
3xx17YXYvPl9PBx6Jzalk4,Shelby Lynne,alternative country country christmas country rock folk folk christmas folk-pop lilith new wave pop pop christmas roots rock traditional folk ,,
2p4FqHnazRucYQHyDCdBrJ,Simple Plan,emo heavy christmas modern rock neo mellow pop punk pop rock post-grunge post-teen pop punk christmas ,,
5xUf6j4upBrXZPg6AI4MRK,Soundgarden,alternative metal alternative rock funk rock grunge hard rock modern rock nu metal post-grunge rock ,,
3oDbviiivRWhXwIE8hxkVV,The Beach Boys,brill building pop classic rock folk rock mellow gold pop christmas psychedelic rock rock singer-songwriter soft rock ,,
1EPpCbbQoN5loEfqOeuvFs,The Canton Spirituals,christian christmas gospel ,,
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,alternative rock irish rock pop rock rock ,,
7bu3H8JO7d0UbMoVzbo70s,The Cure,alternative rock art rock dance rock new romantic new wave permanent wave pop rock rock ,,
53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers,brill building pop chicago soul classic funk rock disco funk funk rock memphis soul motown quiet storm soul soul blues soul christmas southern soul ,,
40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,alternative metal alternative rock blues-rock funk rock garage rock modern rock nu metal permanent wave pop christmas pop rock post-grunge rock ,,
75d2SGqtUsggybmf1BlbPd,The Whites,bluegrass progressive bluegrass ,,
2o4wtHMWT0qGZTTxv5y6d3,Truth Be Told,,,
69MEO1AADKg1IZrq2XLzo5,UB40,reggae fusion ,,
41FEVJCBGidsJwbjq0KfgM,William Fitzsimmons,acoustic pop chamber pop folk-pop indie anthem-folk indie folk neo mellow new americana stomp and holler viral pop ,,
